"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"gene238",5.70270075810951e-35,3.11056404987792e-33,-152.153150712898,-237.403945337015,7,2,756.032321850049,0,0,FALSE
"gene239",0.554081781007375,0.726882420757929,-145.419514541649,-147.403343499351,7,2,335.624798203123,0,0,FALSE
"gene240",0.7852952487816,0.887253631366565,-152.110073925133,-153.330767478682,7,2,455.400134885628,0,0,FALSE
"gene241",3.87322644279286e-77,2.32393586567572e-74,-132.972687587099,-316.459345730413,7,2,474.080423508973,0,0,FALSE
"gene242",0.00402281067192698,0.0142821680660129,-120.694239723082,-129.326999706523,7,2,122.521533005962,0,0,FALSE
"gene243",0.209857960697871,0.393483676308509,-155.121135324625,-158.6951777794,7,2,566.460651922844,0,0,FALSE
"gene244",0.00330479258075831,0.0120907045637499,-137.369958838992,-146.234867747091,7,2,290.519036525093,0,0,FALSE
"gene245",0.0850726563249553,0.195569324884955,-166.639057291061,-171.475183691868,7,2,921.32955569026,0,0,FALSE
"gene246",0.842868023044488,0.907936829132303,-142.526252112382,-143.548809409766,7,2,258.547293048409,0,0,FALSE
"gene247",2.10080879519401e-07,1.50057771085287e-06,-161.40099665045,-181.033236738834,7,2,696.061301185755,0,0,FALSE
"gene248",0.375975181369321,0.578423355952801,-125.532580447572,-128.20185153235,7,2,169.229211300806,0,0,FALSE
"gene249",0.794906169809857,0.888163318223304,-168.055605856344,-169.244065808219,7,2,784.752886640789,0,0,FALSE
"gene250",0.0181570136773718,0.0536660502779462,-167.539893063488,-174.353642583395,7,2,773.59270804815,0,0,FALSE
"gene251",0.267830829724739,0.457830478161947,-143.441894483489,-146.6498185458,7,2,305.256926798168,0,0,FALSE
"gene252",0.538233618010702,0.714006043585772,-158.297733852006,-160.336761322314,7,2,681.532342426054,0,0,FALSE
"gene253",0.00281398726907019,0.0104869090772802,-162.376215652774,-171.430242703545,7,2,846.196745239042,0,0,FALSE
"gene254",1.32845309899551e-05,7.44926971399351e-05,-169.740014146257,-184.855310764149,7,2,1165.64722250487,0,0,FALSE
"gene255",1.3374482726775e-06,8.91632181784999e-06,-180.720892179216,-198.349028370043,7,2,1697.62240528459,0,0,FALSE
"gene256",0.000878262390365956,0.00365942662652482,-161.338761413568,-171.745792819186,7,2,645.048481430723,0,0,FALSE
"gene257",0.0907574018165483,0.206266822310337,-117.972597524254,-122.721855458907,7,2,148.181967155007,0,0,FALSE
"gene258",0.0624164095958251,0.151618808734798,-137.65722179548,-142.903636174925,7,2,310.651392894234,0,0,FALSE
"gene259",0.569128840404619,0.734359794070476,-128.254244154133,-130.186344584912,7,2,176.115521976742,0,0,FALSE
"gene260",1.46571900323094e-20,3.66429750807736e-19,-107.898202252134,-159.219105418684,7,2,91.8052737268633,0,0,FALSE
"gene261",0.98194541352896,0.985229511901967,-159.8477708131,-160.206954755962,7,2,689.399944920414,0,0,FALSE
"gene262",0.117295569369848,0.249565041212444,-124.509345617686,-128.909542585102,7,2,167.93760745242,0,0,FALSE
"gene263",1.24830404938162e-24,4.40577899781749e-23,-174.409820113838,-235.354862177039,7,2,1812.8948886664,0,0,FALSE
"gene264",3.56054774083994e-05,0.000189055632256988,-165.185550052289,-179.210025783544,7,2,746.344655123456,0,0,FALSE
"gene265",0.000661784476524501,0.00285662363967411,-165.708309892254,-176.440333810427,7,2,892.878984863975,0,0,FALSE
"gene266",0.485690978683534,0.681346647745176,-178.533914660292,-180.762289410767,7,2,1199.4848146874,0,0,FALSE
"gene267",2.07286715540482e-08,1.63647407005644e-07,-164.629620663033,-186.7483418192,7,2,879.72820580995,0,0,FALSE
"gene268",2.43554009053995e-12,2.92264810864795e-11,-149.269152870108,-180.956135461739,7,2,492.860228505341,0,0,FALSE
"gene269",3.46028141696083e-11,3.51893025453643e-10,-157.407992349447,-186.307577439398,7,2,949.140476338434,0,0,FALSE
"gene270",0.000153068318252906,0.000740653152836644,-169.470962455133,-181.865182432315,7,2,1213.22474951862,0,0,FALSE
"gene271",0.039641939971472,0.105711839923925,-168.896807432163,-174.73046417991,7,2,885.815452656907,0,0,FALSE
"gene272",2.91741745723154e-18,5.83483491446308e-17,-145.065173681221,-190.927308240992,7,2,436.143287894334,0,0,FALSE
"gene273",0.000424180570405889,0.00188524697958173,-117.736214987428,-128.976411132445,7,2,135.730824848119,0,0,FALSE
"gene274",6.54394948439223e-08,4.9700882159941e-07,-148.536824401956,-169.423897075948,7,2,471.594054216552,0,0,FALSE
"gene275",0.538125856748104,0.714006043585772,-81.9402032949917,-83.9796087936221,7,2,17.8806113234669,0,0,FALSE
"gene276",3.13530455397029e-10,2.80773542146593e-09,-153.16059828245,-179.734851189571,7,2,566.121323780399,0,0,FALSE
"gene277",4.80689788273685e-13,6.86699697533835e-12,-69.3142784234773,-102.699922733941,7,2,12.4571289118984,0,0,FALSE
"gene278",2.55340640141476e-13,3.92831754063809e-12,-151.080045244698,-185.126870297113,7,2,548.563226965202,0,0,FALSE
"gene279",0.214621172943781,0.401161070922956,-155.103695842821,-158.644639262425,7,2,633.348553754067,0,0,FALSE
"gene280",0.00318038084520864,0.0117069233565962,-164.689728605716,-173.599833300916,7,2,745.66455885832,0,0,FALSE
"gene281",4.54262084782581e-05,0.000239085307780306,-177.088028288222,-190.841690005687,7,2,1358.07066879079,0,0,FALSE
"gene282",0.0681992601033861,0.162379190722348,-157.724481089547,-162.854392277492,7,2,716.987400174065,0,0,FALSE
"gene283",0.0958805706892288,0.215461956605008,-138.013064402632,-142.688227920949,7,2,313.409602305884,0,0,FALSE
"gene284",0.994881194368424,0.994881194368424,-113.080389354096,-113.288324164375,7,2,83.9932193431252,0,0,FALSE
"gene285",0.152729314520385,0.309586448352131,-150.24225467791,-154.274386496718,7,2,361.153933860314,0,0,FALSE
"gene286",0.000237979673536191,0.00111552971970089,-77.7608939743821,-89.657141524884,7,2,24.0697295328019,0,0,FALSE
"gene287",3.96436518843782e-13,5.80151003186022e-12,-162.075011594068,-195.662121329992,7,2,828.008950785251,0,0,FALSE
"gene288",0.222094082020587,0.405722593558875,-160.106420553893,-163.596673965443,7,2,614.236307453547,0,0,FALSE
"gene289",0.368900864175403,0.571037238207917,-135.309304820818,-138.009906818589,7,2,238.605814598933,0,0,FALSE
"gene290",1.36286430143264e-09,1.15171631106984e-08,-157.980217672686,-182.997925254511,7,2,728.096698600898,0,0,FALSE
"gene291",0.000366770247651696,0.00168322849098936,-176.884434382534,-188.290136635365,7,2,1661.8695843346,0,0,FALSE
"gene292",6.32040063346954e-08,4.86184664113041e-07,-133.12508014363,-154.049463343018,7,2,189.718329829944,0,0,FALSE
"gene293",0.00104023620557846,0.00417708330659106,-136.043203127391,-146.255206394429,7,2,263.702851059541,0,0,FALSE
"gene294",0.0725512813088859,0.170270773982109,-154.722011865786,-159.77017793294,7,2,594.069643408153,0,0,FALSE
"gene295",0.0213559581417784,0.0616037254089762,-141.936606551,-148.549288151716,7,2,353.380501474595,0,0,FALSE
"gene296",0.0649016283344747,0.155763908002739,-145.441793030335,-150.6369526372,7,2,434.494186352591,0,0,FALSE
"gene297",3.41825099794713e-06,2.18186233911519e-05,-138.346655444878,-154.951831799352,7,2,371.068660521325,0,0,FALSE
"gene298",0.0371399046735194,0.0999279946372719,-149.505423839268,-155.422239803913,7,2,459.093163250289,0,0,FALSE
"gene299",0.0470230345057889,0.121089359242375,-134.573773600379,-140.188298731451,7,2,265.400640870882,0,0,FALSE
"gene300",2.36567089175991e-05,0.000127874102257292,-160.285743346652,-174.763570703503,7,2,738.707262457314,0,0,FALSE
"gene301",0.00607152765085489,0.0206983897188235,-160.303607117371,-168.446944346673,7,2,887.126689338952,0,0,FALSE
"gene302",1.52347004468792e-05,8.46372247048845e-05,-155.623056089511,-170.587275404602,7,2,728.226625782218,0,0,FALSE
"gene303",0.808497889765496,0.897388676944143,-158.940376239065,-160.082772298248,7,2,557.16833508781,0,0,FALSE
"gene304",2.68641921457111e-14,4.2417145493228e-13,-155.863743535529,-192.259650525757,7,2,610.188374532957,0,0,FALSE
"gene305",0.413020775555094,0.616448918738946,-163.583484932675,-166.095227443553,7,2,879.378900649362,0,0,FALSE
"gene306",0.000806511982839547,0.00338396636156453,-141.019588377953,-151.524632921708,7,2,273.794876291995,0,0,FALSE
"gene307",0.0197577878024471,0.0581111405954328,-143.188673863523,-149.897887741662,7,2,307.02072780109,0,0,FALSE
"gene308",0.110117729535432,0.238522157838481,-163.167833586185,-167.65468428628,7,2,765.369226701297,0,0,FALSE
"gene309",0.171497299126357,0.339598612131401,-146.191311183251,-150.058480492159,7,2,368.289211998508,0,0,FALSE
"gene310",0.823852822857487,0.899086673366424,-141.302345780167,-142.391882661808,7,2,263.415430647017,0,0,FALSE
"gene311",0.189243922280043,0.362767902134269,-118.238283736131,-121.963451439988,7,2,124.34274323101,0,0,FALSE
"gene312",7.16536104382353e-11,6.6238264829691e-10,-151.303083763366,-179.435808590045,7,2,505.127875241804,0,0,FALSE
"gene313",0.00339730046930547,0.0123538198883835,-170.775743658376,-179.60811368177,7,2,1103.4262952033,0,0,FALSE
"gene314",0.266705659534435,0.457209702059031,-152.345383900938,-155.559756300453,7,2,518.105946423005,0,0,FALSE
"gene315",4.61305259143469e-12,5.12561399048299e-11,-138.458158889273,-169.475380352516,7,2,333.396058153929,0,0,FALSE
"gene316",1.92468412368168e-06,1.26902249913078e-05,-151.265911673674,-168.497848323768,7,2,568.486091322721,0,0,FALSE
"gene317",1.1568393391971e-07,8.56918029034893e-07,-142.952778263113,-163.227602188617,7,2,346.352206632933,0,0,FALSE
"gene318",4.51704481267062e-06,2.8528704080025e-05,-114.980644954034,-131.280929160978,7,2,139.505506103564,0,0,FALSE
"gene319",1.20868579925614e-64,3.62605739776842e-62,-120.772019547883,-275.232855218178,7,2,254.340947725159,0,0,FALSE
"gene320",0.0353480674762167,0.0968440204827856,-136.931718623606,-142.911428748281,7,2,274.850436086808,0,0,FALSE
"gene321",0.0446913910424453,0.116586237502031,-105.516841992992,-111.196842536013,7,2,76.7360638229729,0,0,FALSE
"gene322",0.0817161980018114,0.18930393359493,-180.561583909644,-185.451553120424,7,2,1486.98603394208,0,0,FALSE
"gene323",0.00691208870851236,0.0230609393457735,-168.774287175251,-176.762433104024,7,2,880.339974365668,0,0,FALSE
"gene324",0.423495154477253,0.621264285296704,-161.850074761352,-164.319068361958,7,2,710.936925666846,0,0,FALSE
"gene325",4.48139132408816e-18,8.67366062726741e-17,-132.642678464172,-178.061318167887,7,2,283.723003540806,0,0,FALSE
"gene326",5.68167216684829e-10,5.01324014721908e-09,-102.161502778623,-128.106639859655,7,2,62.1407694961328,0,0,FALSE
"gene327",0.00735279356115593,0.0242399787730415,-165.508754147193,-173.422737227319,7,2,813.562264622259,0,0,FALSE
"gene328",0.306995673443232,0.500536424092226,-167.027074836968,-170.023087444061,7,2,925.126414861815,0,0,FALSE
"gene329",0.177242384513207,0.347534087280798,-131.317609246296,-135.137458557305,7,2,180.012039186388,0,0,FALSE
"gene330",0.600323272930072,0.758583588692359,-156.819941842321,-158.64661004563,7,2,517.760722939478,0,0,FALSE
"gene331",4.36846631072721e-08,3.40399972264458e-07,-134.409187617433,-155.729779965551,7,2,262.209368643514,0,0,FALSE
"gene332",0.193718956699025,0.3701636115268,-138.65139811905,-142.34259322828,7,2,258.415550876014,0,0,FALSE
"gene333",0.221346298850173,0.405722593558875,-132.87413997259,-136.369399999866,7,2,152.548935798133,0,0,FALSE
"gene334",0.103272118602705,0.226143325407384,-165.833160787662,-170.407588234296,7,2,998.119987580395,0,0,FALSE
"gene335",0.000180411811259153,0.000860746024288175,-151.601207676558,-163.810243726816,7,2,489.036644614913,0,0,FALSE
"gene336",9.52620076901888e-05,0.000484383089950112,-49.191890500541,-62.1187009856631,7,2,5.40094481997908,0,0,FALSE
"gene337",0.00642483013978842,0.0217790852196218,-132.929763764361,-141.005468225303,7,2,181.845336992711,0,0,FALSE
"gene338",0.506482799456338,0.692120519326996,-163.204566351344,-165.356728526812,7,2,785.954038334002,0,0,FALSE
"gene339",0.215339883454624,0.401254441219796,-152.297396636699,-155.833400297922,7,2,455.820027461856,0,0,FALSE
"gene340",0.000655299284994601,0.00284912732606348,-170.796998361414,-181.540307284279,7,2,737.237503155485,0,0,FALSE
"gene341",3.8177137737715e-22,1.14531413213145e-20,-195.548979006456,-250.621606660136,7,2,3828.98429225979,0,0,FALSE
"gene342",7.79790754963617e-13,1.06335102949584e-11,-127.202825662958,-160.082437261985,7,2,195.247228543595,0,0,FALSE
"gene343",0.411187734852656,0.615243493545121,-156.53731557081,-159.056614975958,7,2,548.827781818418,0,0,FALSE
"gene344",0.00243943554773775,0.00926367929520663,-164.956461511109,-174.17799394012,7,2,941.716482169941,0,0,FALSE
"gene345",0.100447323714871,0.2225217243555,-164.078521999953,-168.690642674192,7,2,951.93582134297,0,0,FALSE
"gene346",0.858618374743124,0.913423802918216,-167.929002718125,-168.894463731588,7,2,655.713993459074,0,0,FALSE
"gene347",3.95189826604914e-32,1.58075930641966e-30,-134.278246631458,-212.867467659393,7,2,308.104532578338,0,0,FALSE
"gene348",0.182688773631646,0.353591174770928,-162.620720431544,-166.396932043724,7,2,638.355235344399,0,0,FALSE
"gene349",0.11093072385937,0.239418828473461,-163.624631087616,-168.101413164841,7,2,751.554501655179,0,0,FALSE
"gene350",1.8209016452415e-41,1.8209016452415e-39,-130.77128410009,-231.222664073793,7,2,331.977036856425,0,0,FALSE
"gene351",0.852332476434492,0.908347221777433,-151.277711368922,-152.266159802214,7,2,429.713129398402,0,0,FALSE
"gene352",0.48664868543049,0.681346647745176,-177.466653918691,-179.691477221331,7,2,1190.49062880421,0,0,FALSE
"gene353",2.18338223309779e-12,2.6735292650177e-11,-151.597773594928,-183.399294090192,7,2,552.591454945976,0,0,FALSE
"gene354",6.59983084015167e-06,3.92069158820891e-05,-114.957892090018,-130.842577099997,7,2,124.847765157207,0,0,FALSE
"gene355",6.49376695341605e-19,1.39152149001773e-17,-148.600375839296,-196.013791295318,7,2,504.088006184595,0,0,FALSE
"gene356",5.29669358389816e-11,5.20468493259028e-10,-142.924874351575,-171.376074328154,7,2,439.162405359055,0,0,FALSE
"gene357",0.00104427082664776,0.00417708330659106,-143.312936270464,-153.52047309707,7,2,370.634894065106,0,0,FALSE
"gene358",0.020632022517163,0.0600932694674652,-158.141285449862,-164.796801882427,7,2,587.299032599353,0,0,FALSE
"gene359",0.0523430686762421,0.133075598329429,-145.241393904048,-150.717318644571,7,2,466.920883491683,0,0,FALSE
"gene360",0.000602901666758408,0.00265986029452239,-149.19778584768,-160.036531858663,7,2,478.355574416382,0,0,FALSE
"gene361",0.00220634282256154,0.00854068189378662,-163.533341739095,-172.872371177607,7,2,744.004721207845,0,0,FALSE
"gene362",0.0849000536583253,0.195569324884955,-144.197382425032,-149.036229319598,7,2,349.633854853566,0,0,FALSE
"gene363",0.355348167099961,0.555905785168614,-94.7966573110113,-97.5585344566445,7,2,43.8486487989266,0,0,FALSE
"gene364",4.82096279370773e-05,0.000251528493584751,-170.34244227634,-184.029903846225,7,2,1223.94070813285,0,0,FALSE
"gene365",0.0121692680113694,0.0380289625355292,-185.150173377344,-192.454789723055,7,2,1714.19200155297,0,0,FALSE
"gene366",0.00178034308681436,0.00702767007953038,-169.702474810014,-179.291751421317,7,2,911.276526100714,0,0,FALSE
"gene367",0.26471456268951,0.456404418430189,-156.154713032461,-159.380551039704,7,2,564.416831924414,0,0,FALSE
"gene368",0.0221033894760366,0.06345470662977,-141.86628936328,-148.43618574225,7,2,311.603216017958,0,0,FALSE
"gene369",0.484862831507754,0.681346647745176,-159.648331563054,-161.879780644612,7,2,571.078631510091,0,0,FALSE
"gene370",0.0301912897542979,0.0862608278694226,-167.64718260769,-173.826477456477,7,2,1055.22359372241,0,0,FALSE
"gene371",0.108192723976401,0.235201573861741,-146.633675802109,-151.14463967378,7,2,374.76718557286,0,0,FALSE
"gene372",0.0318589012883595,0.0889529555927353,-170.633224079886,-176.744636158908,7,2,1053.74375626114,0,0,FALSE
"gene373",0.177198497851634,0.347534087280798,-181.004430357934,-184.824636026417,7,2,1636.42007475118,0,0,FALSE
"gene374",1.20230050612161e-07,8.79732077649955e-07,-87.4824445555507,-107.715799777154,7,2,36.085319271711,0,0,FALSE
"gene375",0.847224577381829,0.90796783186672,-149.828789827493,-150.835717517881,7,2,416.829499550105,0,0,FALSE
"gene376",0.0209846250387289,0.0608250001122577,-175.4444341878,-182.078909923445,7,2,1309.80488831744,0,0,FALSE
"gene377",0.124664841957143,0.260623362976605,-152.81171568229,-157.127815238119,7,2,557.586460293606,0,0,FALSE
"gene378",1.45377054265784e-10,1.3216095842344e-09,-175.911365959931,-203.297695068188,7,2,1466.54968553948,0,0,FALSE
"gene379",0.0108325221439743,0.0348120626288679,-140.926525005575,-148.37268075062,7,2,363.958562385003,0,0,FALSE
"gene380",1.77692932071589e-05,9.78126231586726e-05,-103.880908960521,-118.675212149396,7,2,71.4753572148504,0,0,FALSE
"gene381",0.00464550509601619,0.0162052503349402,-192.702415852297,-201.164596323312,7,2,2462.30504009843,0,0,FALSE
"gene382",2.40859006644484e-09,2.00715838870403e-08,-182.117723788578,-206.530730212283,7,2,1727.76977929776,0,0,FALSE
"gene383",0.186096467638822,0.359028554930202,-135.654788553109,-139.404269965473,7,2,245.115118059088,0,0,FALSE
"gene384",1.1893395600316e-20,3.10262493921286e-19,-119.740282482052,-171.276286419019,7,2,148.893925027989,0,0,FALSE
"gene385",0.243865919836751,0.430351623241326,-172.722194925598,-176.072557840869,7,2,939.776047436554,0,0,FALSE
"gene386",0.0145419875355501,0.0440666288956064,-99.5901802253673,-106.67710674854,7,2,52.2620793404386,0,0,FALSE
"gene387",0.0149824313306616,0.0450239646822437,-163.312541377949,-170.36287668622,7,2,955.224899742093,0,0,FALSE
"gene388",0.0610128909486334,0.149419324772163,-134.944868622948,-140.221079479708,7,2,267.349370256652,0,0,FALSE
"gene389",5.58001962306033e-06,3.38183007458202e-05,-198.026478956111,-214.095253896893,7,2,3667.72304216012,0,0,FALSE
"gene390",0.94131398580024,0.96216080320297,-111.788632705275,-112.406954457568,7,2,110.060083706359,0,0,FALSE
"gene391",0.936137260476223,0.958502314480774,-157.553860220212,-158.197979481878,7,2,685.785459014848,0,0,FALSE
"gene392",0.00233278109697704,0.0089313094127108,-159.45439913742,-168.728262069293,7,2,831.460431148212,0,0,FALSE
"gene393",0.000970816021220712,0.00396251437232943,-155.961232227255,-166.252878780528,7,2,646.005500278639,0,0,FALSE
"gene394",1.82826142552301e-23,6.09420475174337e-22,-149.505580980783,-207.698293871974,7,2,592.194995595939,0,0,FALSE
"gene395",0.0333489839134878,0.092636066426355,-126.77850662335,-132.832071302407,7,2,194.191074319387,0,0,FALSE
"gene396",0.9052238231422,0.935473377120925,-147.773045355854,-148.556491265537,7,2,390.419230806152,0,0,FALSE
"gene397",0.118596551508147,0.250556094735522,-143.628667866907,-148.013676633761,7,2,332.376005138065,0,0,FALSE
"gene398",0.564183418645121,0.732756177251404,-150.908018506934,-152.857051625054,7,2,450.444378856508,0,0,FALSE
"gene399",0.00522019084244609,0.0178977971741009,-139.08586978751,-147.409392486011,7,2,271.304653044687,0,0,FALSE
"gene400",0.885687887209262,0.932303039167644,-177.568648680299,-178.431334897865,7,2,1057.78556033709,0,0,FALSE
"gene401",5.14481781283411e-06,3.18236153371182e-05,-137.786496103311,-153.944260479154,7,2,257.997506815774,0,0,FALSE
"gene402",2.2912261570065e-11,2.37023395552396e-10,-116.511424111759,-145.844869758566,7,2,124.023283885734,0,0,FALSE
"gene403",0.420568768021661,0.618483482384796,-155.516511786866,-157.997375968557,7,2,696.754992235862,0,0,FALSE
"gene404",0.236388983987451,0.420870594636412,-153.60070688631,-156.997885282796,7,2,475.228288246415,0,0,FALSE
"gene405",0.456331370968637,0.65817024658938,-137.650336651989,-139.98970283464,7,2,346.445019647446,0,0,FALSE
"gene406",7.87612272927311e-12,8.59213388647976e-11,-144.582354683904,-175.038105002518,7,2,406.212105626816,0,0,FALSE
"gene407",7.38348901378382e-06,4.30106156142747e-05,-143.290628230062,-159.052147986797,7,2,423.167284457838,0,0,FALSE
"gene408",0.598140505180094,0.758583588692359,-167.022770894486,-168.856746308143,7,2,816.482163514653,0,0,FALSE
"gene409",0.0318748090873968,0.0889529555927353,-157.060964187822,-163.171745188786,7,2,644.72612433784,0,0,FALSE
"gene410",0.00180179826329741,0.00706587554234277,-153.747661613958,-163.322990537182,7,2,572.539457316674,0,0,FALSE
"gene411",0.0126948974754623,0.0390612230014226,-160.736086073433,-167.989137817083,7,2,675.236995050095,0,0,FALSE
"gene412",0.000610866110892248,0.00267532603310474,-102.699293057049,-113.523017426721,7,2,69.0706054281667,0,0,FALSE
"gene413",0.0566774280797586,0.141693570199396,-149.281817013185,-154.654306521664,7,2,432.73319360736,0,0,FALSE
"gene414",0.540735228136362,0.714006043585772,-155.394574258261,-157.424836598792,7,2,447.901853769061,0,0,FALSE
"gene415",0.00233702596299266,0.0089313094127108,-133.818368744848,-143.090104471361,7,2,235.832560888291,0,0,FALSE
"gene416",1.3641375284533e-12,1.70517191056662e-11,-153.074648876223,-185.368875773813,7,2,504.092826914553,0,0,FALSE
"gene417",0.475864127496355,0.674984578009014,-31.9167994965455,-34.1818576218006,7,2,1.37500513271569,0,0,FALSE
"gene418",0.848949922795383,0.90796783186672,-148.165560114592,-149.166265036564,7,2,336.73894216824,0,0,FALSE
"gene419",0.00266053146203013,0.0100397413661514,-145.890879068225,-155.010724368579,7,2,377.397600224421,0,0,FALSE
"gene420",2.86451861030686e-13,4.29677791546029e-12,-136.9472738292,-170.873979009024,7,2,321.540181231095,0,0,FALSE
"gene421",9.69607711600679e-05,0.000487882739802969,-149.524944815293,-162.431950626003,7,2,421.323253388095,0,0,FALSE
"gene422",0.872679174967502,0.923470026420637,-145.089796202809,-146.002719934919,7,2,456.885958769475,0,0,FALSE
"gene423",0.015761925672353,0.0470505243950836,-149.143453235727,-156.131504890484,7,2,531.850820057203,0,0,FALSE
"gene424",0.00514430926537343,0.0177389974668049,-142.359075972362,-150.700027618366,7,2,299.260526248627,0,0,FALSE
"gene425",6.72547660979973e-11,6.40521581885688e-10,-145.443352348751,-173.64286575221,7,2,435.541322596042,0,0,FALSE
"gene426",6.17112671071173e-06,3.70267602642704e-05,-181.668665748817,-197.62703386349,7,2,2021.288353363,0,0,FALSE
"gene427",0.704847448346085,0.832496986235534,-108.980652886343,-110.464886454068,7,2,101.744224151923,0,0,FALSE
"gene428",2.29397210398892e-05,0.000125125751126669,-144.31560736477,-158.827502868871,7,2,382.240963766492,0,0,FALSE
"gene429",0.0108497595193305,0.0348120626288679,-152.54228695324,-159.986512069831,7,2,608.932227654064,0,0,FALSE
"gene430",0.0311650115381135,0.0877887648960943,-164.586193546167,-170.725429658855,7,2,900.945747382325,0,0,FALSE
"gene431",8.61180482689908e-21,2.34867404369975e-19,-109.323086132222,-161.191395781557,7,2,99.8523711178442,0,0,FALSE
"gene432",0.0389958061798903,0.104453052267563,-149.675696377483,-155.530340338682,7,2,540.887962501492,0,0,FALSE
"gene433",0.00430624416078933,0.0151985088027859,-172.248729377441,-180.800861292712,7,2,1247.654059472,0,0,FALSE
"gene434",0.565443516779,0.732756177251404,-128.945993534995,-130.890705989752,7,2,188.342468854554,0,0,FALSE
"gene435",0.766062003078112,0.886459012156251,-145.474212591926,-146.758737529083,7,2,342.611446187921,0,0,FALSE
"gene436",3.038576981619e-32,1.30224727783671e-30,-122.223029180605,-201.080096099581,7,2,172.481440900514,0,0,FALSE
"gene437",0.895870868256329,0.935441554768122,-174.913939591424,-175.735968116694,7,2,1001.88998177999,0,0,FALSE
"gene438",7.17581202321652e-11,6.6238264829691e-10,-158.935737617914,-187.066925894436,7,2,600.164198830957,0,0,FALSE
"gene439",0.229251925710829,0.411944314310232,-151.191213976478,-154.634251161616,7,2,467.782581642179,0,0,FALSE
"gene440",0.0105238065976059,0.0341312646408839,-161.135532851812,-168.616779451307,7,2,735.555133749738,0,0,FALSE
"gene441",1.34518114071951e-12,1.70517191056662e-11,-153.623899176571,-185.932779515562,7,2,529.79480469426,0,0,FALSE
"gene442",0.384909526172143,0.589539895153522,-135.444817725741,-138.075124108706,7,2,287.584423231599,0,0,FALSE
"gene443",4.41317297204892e-12,4.99604487401764e-11,-134.121558070214,-165.185249918578,7,2,287.948086374389,0,0,FALSE
"gene444",0.904209038236413,0.935473377120925,-168.025672459807,-168.813368494654,7,2,1069.53476765856,0,0,FALSE
"gene445",1.05496342725544e-11,1.11048781816362e-10,-148.740904284365,-178.889697069404,7,2,602.696132894177,0,0,FALSE
"gene446",0.835681568986175,0.903439534039108,-130.117708231868,-131.165803455498,7,2,202.520198949357,0,0,FALSE
"gene447",5.11027178552108e-53,6.1323261426253e-51,-139.921684548911,-267.325552475482,7,2,271.557524786882,0,0,FALSE
"gene448",9.04170374631276e-05,0.000463677115195526,-117.604257353257,-130.589534628597,7,2,114.862620001648,0,0,FALSE
"gene449",2.87060237920877e-40,2.15295178440658e-38,-138.422971557014,-236.074601038887,7,2,419.310913534034,0,0,FALSE
"gene450",0.00377148822342468,0.0135502570901485,-106.932531575226,-115.641574212668,7,2,66.2603902838434,0,0,FALSE
"gene451",0.00454251827644699,0.0159386606191122,-136.697895515569,-145.186684391847,7,2,233.511571976628,0,0,FALSE
"gene452",0.00073926421219916,0.0031458051582943,-90.1866658921635,-100.791708236995,7,2,50.9464854035233,0,0,FALSE
"gene453",2.98125579236476e-09,2.45034722660117e-08,-108.509205871887,-132.695476401647,7,2,73.3845800661904,0,0,FALSE
"gene454",0.369684366679841,0.571037238207917,-142.546899649632,-145.244010201299,7,2,344.591513101824,0,0,FALSE
"gene455",0.496558733663407,0.688072148263382,-165.540018860206,-167.728329699802,7,2,817.601326878132,0,0,FALSE
"gene456",1.20202639478949e-15,2.06061667678199e-14,-120.006895227766,-159.633853087383,7,2,147.336234829369,0,0,FALSE
"gene457",0.92302441357986,0.948312753677939,-163.922033401024,-164.627904919619,7,2,740.883252986033,0,0,FALSE
"gene458",0.00469494459233415,0.0162830448289046,-145.8675737496,-154.317184726843,7,2,375.943890824719,0,0,FALSE
"gene459",1.5990277955692e-07,1.15592370764039e-06,-90.2965387436534,-110.222914582391,7,2,46.3245749522831,0,0,FALSE
"gene460",0.00212220610029193,0.00826833545568286,-178.091870093637,-187.476326560764,7,2,1421.86229597929,0,0,FALSE
"gene461",0.291272416659483,0.480119368120027,-164.933209831831,-168.01153952983,7,2,1002.57166986921,0,0,FALSE
"gene462",9.29494805372165e-13,1.23932640716289e-11,-151.879242925018,-184.575083968132,7,2,585.114907449658,0,0,FALSE
"gene463",0.0463453812545525,0.119858744623843,-164.515563454004,-170.148795672777,7,2,1021.02398139254,0,0,FALSE
"gene464",0.169215407422027,0.336189551169589,-159.822817123811,-163.709167885749,7,2,732.989338783483,0,0,FALSE
"gene465",0.0512814506416654,0.130931363340422,-90.5111792097807,-96.0136662657263,7,2,33.6522255476024,0,0,FALSE
"gene466",7.17833596698012e-18,1.34593799380877e-16,-79.9871545571295,-124.918845212615,7,2,28.09947825113,0,0,FALSE
"gene467",0.229492715704365,0.411944314310232,-123.91812252293,-127.359593093561,7,2,196.578966862422,0,0,FALSE
"gene468",4.1533466154019e-07,2.83182723777403e-06,-129.375588233067,-148.27181386589,7,2,228.379164922026,0,0,FALSE
"gene469",0.530978516115798,0.71272284042389,-174.923619238839,-176.988183449524,7,2,1180.62673006419,0,0,FALSE
"gene470",2.2399088272513e-06,1.46081010472911e-05,-154.470956525215,-171.537576946708,7,2,551.850888777165,0,0,FALSE
