"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"gene34",0.77635233589684,0.821536863382899,-123.737553757722,-124.988027617544,7,2,140.774196066687,0,0,FALSE
"gene35",2.1864971172245e-12,2.6502995360297e-11,-144.470581555549,-176.270608149176,7,2,441.273757986857,0,0,FALSE
"gene36",0.000525218242301311,0.00153348391912792,-147.669038291926,-158.665509550977,7,2,446.760382010855,0,0,FALSE
"gene37",0.424857449190018,0.504281838801209,-162.344347367193,-164.80783379452,7,2,586.900532176315,0,0,FALSE
"gene38",6.15801213604831e-12,6.31590988312647e-11,-100.974725074547,-131.688820184493,7,2,54.1295207875799,0,0,FALSE
"gene39",0.0154186585510749,0.0314666501042344,-152.326181032465,-159.341285564411,7,2,500.617965806707,0,0,FALSE
"gene40",0.591720885975852,0.662992589328685,-144.707036173977,-146.562559604033,7,2,355.296211215061,0,0,FALSE
"gene41",0.188234756456915,0.267608135098157,-147.307095744055,-151.040020666564,7,2,575.760328005859,0,0,FALSE
"gene42",0.410732205182322,0.49394349452248,-153.269554933121,-155.790735890942,7,2,647.899578190928,0,0,FALSE
"gene43",1.66973698522145e-35,9.54135420126542e-34,-136.581082303651,-223.081729649784,7,2,449.598753017649,0,0,FALSE
"gene44",0.116885946775782,0.190658144694203,-168.274246373488,-172.679257074964,7,2,1041.25932121867,0,0,FALSE
"gene45",0.718859656403823,0.777145574490619,-161.309225616936,-162.747992616555,7,2,671.816880401951,0,0,FALSE
"gene46",3.52833185286913e-08,2.52023703776366e-07,-178.549745436638,-200.099212316865,7,2,1528.00472795293,0,0,FALSE
"gene47",0.351830518315674,0.438418091359096,-74.3226453413845,-77.1007092047675,7,2,18.8240510232715,0,0,FALSE
